	Representative	Member	ClusterSize	PhageID	ProteinID	Status	Function
1194	MH751506.1_prot_AYD82695.1_98_unknown_Prefoldin_subunit_4	MH751506.1_prot_AYD82695.1_98_unknown_Prefoldin_subunit_4	1	MH751506.1	AYD82695.198	unknown	Prefoldin_subunit_4
1195	MH751506.1_prot_AYD82696.1_99_unknown_IBR_domain-containing_protein	MH751506.1_prot_AYD82696.1_99_unknown_IBR_domain-containing_protein	1	MH751506.1	AYD82696.199	unknown	IBR_domain-containing_protein
1196	MH751506.1_prot_AYD82697.1_100_unknown_Secreted_effector_protein_SteA	MH751506.1_prot_AYD82697.1_100_unknown_Secreted_effector_protein_SteA	1	MH751506.1	AYD82697.1100	unknown	Secreted_effector_protein_SteA
1197	MH751506.1_prot_AYD82698.1_101_unknown_High_mobility_group_B_protein_10	MH751506.1_prot_AYD82698.1_101_unknown_High_mobility_group_B_protein_10	1	MH751506.1	AYD82698.1101	unknown	High_mobility_group_B_protein_10
1198	MH751506.1_prot_AYD82702.1_105_unknown_Os03g0170200_protein	MH751506.1_prot_AYD82702.1_105_unknown_Os03g0170200_protein	1	MH751506.1	AYD82702.1105	unknown	Os03g0170200_protein
1199	MH751506.1_prot_AYD82719.1_122_unknown_Flagellar_protein	MH751506.1_prot_AYD82719.1_122_unknown_Flagellar_protein	1	MH751506.1	AYD82719.1122	unknown	Flagellar_protein
1200	MH751506.1_prot_AYD82723.1_126_unknown_Lipoprotein	MH751506.1_prot_AYD82723.1_126_unknown_Lipoprotein	1	MH751506.1	AYD82723.1126	unknown	Lipoprotein
1201	MH751506.1_prot_AYD82732.1_135_unknown_Protein_kinase_superfamily_protein	MH751506.1_prot_AYD82732.1_135_unknown_Protein_kinase_superfamily_protein	1	MH751506.1	AYD82732.1135	unknown	Protein_kinase_superfamily_protein
1202	MH751506.1_prot_AYD82738.1_141_unknown_Copper_transport_protein_ATOX1	MH751506.1_prot_AYD82738.1_141_unknown_Copper_transport_protein_ATOX1	1	MH751506.1	AYD82738.1141	unknown	Copper_transport_protein_ATOX1
1203	MH751506.1_prot_AYD82739.1_142_unknown_CCR4-NOT_transcription_complex_subunit_3	MH751506.1_prot_AYD82739.1_142_unknown_CCR4-NOT_transcription_complex_subunit_3	1	MH751506.1	AYD82739.1142	unknown	CCR4-NOT_transcription_complex_subunit_3
1205	MH751506.1_prot_AYD82798.1_202_unknown_Response_regulatory_domain-containing_protein	MH751506.1_prot_AYD82798.1_202_unknown_Response_regulatory_domain-containing_protein	1	MH751506.1	AYD82798.1202	unknown	Response_regulatory_domain-containing_protein
1207	MH751506.1_prot_AYD82859.1_263_unknown_Metal-sensitive_transcriptional_regulator	MH751506.1_prot_AYD82859.1_263_unknown_Metal-sensitive_transcriptional_regulator	1	MH751506.1	AYD82859.1263	unknown	Metal-sensitive_transcriptional_regulator
1208	MZ501046.1_prot_QXV75290.1_14_unknown_Probable_sigma-70_factor,_ECF_subfamily	MZ501046.1_prot_QXV75290.1_14_unknown_Probable_sigma-70_factor,_ECF_subfamily	1	MZ501046.1	QXV75290.114	unknown	Probable_sigma-70_factor,_ECF_subfamily
1209	MZ501046.1_prot_QXV75298.1_22_unknown_Uncharacterized_protein	MZ501046.1_prot_QXV75298.1_22_unknown_Uncharacterized_protein	1	MZ501046.1	QXV75298.122	unknown	Uncharacterized_protein
1210	MZ501046.1_prot_QXV75349.1_73_unknown_Phosphatidylinositol_N-acetylglucosaminyltransferase_subunit_H	MZ501046.1_prot_QXV75349.1_73_unknown_Phosphatidylinositol_N-acetylglucosaminyltransferase_subunit_H	1	MZ501046.1	QXV75349.173	unknown	Phosphatidylinositol_N-acetylglucosaminyltransferase_subunit_H
1234	MZ501047.1_prot_QXV75053.1_48_unknown_Putative_phospho-2-dehydro-3-deoxyheptonate_aldolase	MZ501047.1_prot_QXV75053.1_48_unknown_Putative_phospho-2-dehydro-3-deoxyheptonate_aldolase	1	MZ501047.1	QXV75053.148	unknown	Putative_phospho-2-dehydro-3-deoxyheptonate_aldolase
1235	MZ501047.1_prot_QXV75056.1_51_unknown_Phage_baseplate_protein	MZ501047.1_prot_QXV75056.1_51_unknown_Phage_baseplate_protein	1	MZ501047.1	QXV75056.151	unknown	Phage_baseplate_protein
1242	MZ501047.1_prot_QXV75091.1_86_unknown_Paired_domain-containing_protein	MZ501047.1_prot_QXV75091.1_86_unknown_Paired_domain-containing_protein	1	MZ501047.1	QXV75091.186	unknown	Paired_domain-containing_protein
1257	MZ501047.1_prot_QXV75155.1_150_unknown_D-glycero-beta-D-manno-heptose-1,7-bisphosphate_7-phosphatase	MZ501047.1_prot_QXV75155.1_150_unknown_D-glycero-beta-D-manno-heptose-1,7-bisphosphate_7-phosphatase	1	MZ501047.1	QXV75155.1150	unknown	D-glycero-beta-D-manno-heptose-1,7-bisphosphate_7-phosphatase
1258	MZ501047.1_prot_QXV75157.1_152_unknown_TriB_protein	MZ501047.1_prot_QXV75157.1_152_unknown_TriB_protein	1	MZ501047.1	QXV75157.1152	unknown	TriB_protein
1259	MZ501047.1_prot_QXV75165.1_160_unknown_Putative_uncharacterized_protein_Rv2628	MZ501047.1_prot_QXV75165.1_160_unknown_Putative_uncharacterized_protein_Rv2628	1	MZ501047.1	QXV75165.1160	unknown	Putative_uncharacterized_protein_Rv2628
1263	MZ501047.1_prot_QXV75182.1_177_unknown_Ca2+_regulator_and_membrane_fusion_protein_Fig1-domain-containing_protein	MZ501047.1_prot_QXV75182.1_177_unknown_Ca2+_regulator_and_membrane_fusion_protein_Fig1-domain-containing_protein	1	MZ501047.1	QXV75182.1177	unknown	Ca2+_regulator_and_membrane_fusion_protein_Fig1-domain-containing_protein
1269	MZ501047.1_prot_QXV75208.1_203_unknown_Uncharacterized_protein	MZ501047.1_prot_QXV75208.1_203_unknown_Uncharacterized_protein	1	MZ501047.1	QXV75208.1203	unknown	Uncharacterized_protein
1270	MZ501047.1_prot_QXV75222.1_217_unknown_Protein_EARLY_FLOWERING_4_domain-containing_protein	MZ501047.1_prot_QXV75222.1_217_unknown_Protein_EARLY_FLOWERING_4_domain-containing_protein	1	MZ501047.1	QXV75222.1217	unknown	Protein_EARLY_FLOWERING_4_domain-containing_protein
1271	MZ501047.1_prot_QXV75235.1_230_unknown_Putative_phytanoyl-CoA_dioxygenase	MZ501047.1_prot_QXV75235.1_230_unknown_Putative_phytanoyl-CoA_dioxygenase	1	MZ501047.1	QXV75235.1230	unknown	Putative_phytanoyl-CoA_dioxygenase
1272	MZ501090.1_prot_QXV82286.1_33_unknown_Nucleoside_triphosphate_pyrophosphohydrolase	MZ501090.1_prot_QXV82286.1_33_unknown_Nucleoside_triphosphate_pyrophosphohydrolase	1	MZ501090.1	QXV82286.133	unknown	Nucleoside_triphosphate_pyrophosphohydrolase
1273	MZ501090.1_prot_QXV82288.1_35_unknown_Myelin_regulatory_factor	MZ501090.1_prot_QXV82288.1_35_unknown_Myelin_regulatory_factor	1	MZ501090.1	QXV82288.135	unknown	Myelin_regulatory_factor
1275	MZ501090.1_prot_QXV82297.1_44_unknown_Cation_efflux_family_protein	MZ501090.1_prot_QXV82297.1_44_unknown_Cation_efflux_family_protein	1	MZ501090.1	QXV82297.144	unknown	Cation_efflux_family_protein
1276	MZ501090.1_prot_QXV82303.1_50_unknown_AXH_domain-containing_protein	MZ501090.1_prot_QXV82303.1_50_unknown_AXH_domain-containing_protein	1	MZ501090.1	QXV82303.150	unknown	AXH_domain-containing_protein
1279	MZ501090.1_prot_QXV82317.1_64_unknown_None	MZ501090.1_prot_QXV82317.1_64_unknown_None	1	MZ501090.1	QXV82317.164	unknown	None
1298	MZ501091.1_prot_QXV82371.1_29_unknown_Putative_zinc-finger_domain-containing_protein	MZ501091.1_prot_QXV82371.1_29_unknown_Putative_zinc-finger_domain-containing_protein	1	MZ501091.1	QXV82371.129	unknown	Putative_zinc-finger_domain-containing_protein
1299	MZ501091.1_prot_QXV82376.1_34_unknown_Transcription_factor_SFL1	MZ501091.1_prot_QXV82376.1_34_unknown_Transcription_factor_SFL1	1	MZ501091.1	QXV82376.134	unknown	Transcription_factor_SFL1
1301	MZ501091.1_prot_QXV82381.1_39_unknown_Os06g0110200_protein	MZ501091.1_prot_QXV82381.1_39_unknown_Os06g0110200_protein	1	MZ501091.1	QXV82381.139	unknown	Os06g0110200_protein
1304	MZ501091.1_prot_QXV82415.1_73_unknown_YTH_domain-containing_protein	MZ501091.1_prot_QXV82415.1_73_unknown_YTH_domain-containing_protein	1	MZ501091.1	QXV82415.173	unknown	YTH_domain-containing_protein
1305	MZ501091.1_prot_QXV82416.1_74_unknown_Peroxiredoxins,_prx-1,_prx-2,_prx-3,putative	MZ501091.1_prot_QXV82416.1_74_unknown_Peroxiredoxins,_prx-1,_prx-2,_prx-3,putative	1	MZ501091.1	QXV82416.174	unknown	Peroxiredoxins,_prx-1,_prx-2,_prx-3,putative
1306	MZ501091.1_prot_QXV82417.1_75_unknown_F-box_protein_KIB4	MZ501091.1_prot_QXV82417.1_75_unknown_F-box_protein_KIB4	1	MZ501091.1	QXV82417.175	unknown	F-box_protein_KIB4
1307	MZ501091.1_prot_QXV82419.1_77_unknown_Serine-threonine-protein_kinase_DDB_G0283821	MZ501091.1_prot_QXV82419.1_77_unknown_Serine-threonine-protein_kinase_DDB_G0283821	1	MZ501091.1	QXV82419.177	unknown	Serine-threonine-protein_kinase_DDB_G0283821
1308	MZ501091.1_prot_QXV82425.1_83_unknown_histidine_kinase	MZ501091.1_prot_QXV82425.1_83_unknown_histidine_kinase	1	MZ501091.1	QXV82425.183	unknown	histidine_kinase
1316	MZ501092.1_prot_QXV82488.1_51_unknown_Protein_YebF	MZ501092.1_prot_QXV82488.1_51_unknown_Protein_YebF	1	MZ501092.1	QXV82488.151	unknown	Protein_YebF
1317	MZ501092.1_prot_QXV82494.1_57_unknown_F-box_domain-containing_protein	MZ501092.1_prot_QXV82494.1_57_unknown_F-box_domain-containing_protein	1	MZ501092.1	QXV82494.157	unknown	F-box_domain-containing_protein
1323	MZ501092.1_prot_QXV82505.1_68_unknown_Myosin-K_heavy_chain	MZ501092.1_prot_QXV82505.1_68_unknown_Myosin-K_heavy_chain	1	MZ501092.1	QXV82505.168	unknown	Myosin-K_heavy_chain
1324	MZ501092.1_prot_QXV82506.1_69_unknown_Cyclin_domain-containing_protein	MZ501092.1_prot_QXV82506.1_69_unknown_Cyclin_domain-containing_protein	1	MZ501092.1	QXV82506.169	unknown	Cyclin_domain-containing_protein
1339	MZ501093.1_prot_QXV82563.1_43_unknown_F-box_domain_containing_protein	MZ501093.1_prot_QXV82563.1_43_unknown_F-box_domain_containing_protein	1	MZ501093.1	QXV82563.143	unknown	F-box_domain_containing_protein
1340	MZ501093.1_prot_QXV82568.1_48_unknown_WXG100_family_type_VII_secretion_target	MZ501093.1_prot_QXV82568.1_48_unknown_WXG100_family_type_VII_secretion_target	1	MZ501093.1	QXV82568.148	unknown	WXG100_family_type_VII_secretion_target
1341	MZ501093.1_prot_QXV82628.1_108_unknown_DNA2-NAM7_helicase-like_C-terminal_domain-containing_protein	MZ501093.1_prot_QXV82628.1_108_unknown_DNA2-NAM7_helicase-like_C-terminal_domain-containing_protein	1	MZ501093.1	QXV82628.1108	unknown	DNA2-NAM7_helicase-like_C-terminal_domain-containing_protein
1342	MZ501093.1_prot_QXV82638.1_118_unknown_Cation_channel_sperm-associated_auxiliary_subunit_TMEM249	MZ501093.1_prot_QXV82638.1_118_unknown_Cation_channel_sperm-associated_auxiliary_subunit_TMEM249	1	MZ501093.1	QXV82638.1118	unknown	Cation_channel_sperm-associated_auxiliary_subunit_TMEM249
1345	MZ501093.1_prot_QXV82640.1_120_unknown_Dymeclin	MZ501093.1_prot_QXV82640.1_120_unknown_Dymeclin	1	MZ501093.1	QXV82640.1120	unknown	Dymeclin
1346	MZ501093.1_prot_QXV82651.1_131_unknown_Serinc-domain_containing_serine_and_sphingolipid_biosynthesis_protein	MZ501093.1_prot_QXV82651.1_131_unknown_Serinc-domain_containing_serine_and_sphingolipid_biosynthesis_protein	1	MZ501093.1	QXV82651.1131	unknown	Serinc-domain_containing_serine_and_sphingolipid_biosynthesis_protein
1347	MZ501093.1_prot_QXV82664.1_144_unknown_UDP-glycosyltransferase_family_37_member_A2	MZ501093.1_prot_QXV82664.1_144_unknown_UDP-glycosyltransferase_family_37_member_A2	1	MZ501093.1	QXV82664.1144	unknown	UDP-glycosyltransferase_family_37_member_A2
1366	MZ501094.1_prot_QXV82820.1_79_unknown_Class_E_vacuolar_protein-sorting_machinery_protein_HSE1	MZ501094.1_prot_QXV82820.1_79_unknown_Class_E_vacuolar_protein-sorting_machinery_protein_HSE1	1	MZ501094.1	QXV82820.179	unknown	Class_E_vacuolar_protein-sorting_machinery_protein_HSE1
1367	MZ501094.1_prot_QXV82825.1_84_unknown_Uncharacterized_protein	MZ501094.1_prot_QXV82825.1_84_unknown_Uncharacterized_protein	1	MZ501094.1	QXV82825.184	unknown	Uncharacterized_protein
1370	MZ501094.1_prot_QXV82865.1_124_unknown_Large_ribosomal_subunit_protein_eL38	MZ501094.1_prot_QXV82865.1_124_unknown_Large_ribosomal_subunit_protein_eL38	1	MZ501094.1	QXV82865.1124	unknown	Large_ribosomal_subunit_protein_eL38
1371	MZ501094.1_prot_QXV82901.1_160_unknown_Winged_helix-turn-helix_domain-containing_protein	MZ501094.1_prot_QXV82901.1_160_unknown_Winged_helix-turn-helix_domain-containing_protein	1	MZ501094.1	QXV82901.1160	unknown	Winged_helix-turn-helix_domain-containing_protein
1372	MZ501094.1_prot_QXV82902.1_161_unknown_DUF3097_domain-containing_protein	MZ501094.1_prot_QXV82902.1_161_unknown_DUF3097_domain-containing_protein	1	MZ501094.1	QXV82902.1161	unknown	DUF3097_domain-containing_protein
1377	MZ501096.1_prot_QXV83103.1_72_unknown_Pyruvate_dehydrogenase_phosphatase_regulatory_subunit,_mitochondrial	MZ501096.1_prot_QXV83103.1_72_unknown_Pyruvate_dehydrogenase_phosphatase_regulatory_subunit,_mitochondrial	1	MZ501096.1	QXV83103.172	unknown	Pyruvate_dehydrogenase_phosphatase_regulatory_subunit,_mitochondrial
1381	MZ501096.1_prot_QXV83125.1_94_unknown_Aspartyl-tRNA_synthetase	MZ501096.1_prot_QXV83125.1_94_unknown_Aspartyl-tRNA_synthetase	1	MZ501096.1	QXV83125.194	unknown	Aspartyl-tRNA_synthetase
1382	MZ501096.1_prot_QXV83179.1_148_unknown_Uncharacterized_protein	MZ501096.1_prot_QXV83179.1_148_unknown_Uncharacterized_protein	1	MZ501096.1	QXV83179.1148	unknown	Uncharacterized_protein
1386	MZ501113.1_prot_QXV85891.1_54_unknown_Phosphoribosylaminoimidazole_carboxylase_ATPase_subunit	MZ501113.1_prot_QXV85891.1_54_unknown_Phosphoribosylaminoimidazole_carboxylase_ATPase_subunit	1	MZ501113.1	QXV85891.154	unknown	Phosphoribosylaminoimidazole_carboxylase_ATPase_subunit
1388	MZ501113.1_prot_QXV85929.1_92_unknown_60S_ribosomal_protein_L20-B	MZ501113.1_prot_QXV85929.1_92_unknown_60S_ribosomal_protein_L20-B	1	MZ501113.1	QXV85929.192	unknown	60S_ribosomal_protein_L20-B
1392	MZ501113.1_prot_QXV85959.1_122_unknown_None	MZ501113.1_prot_QXV85959.1_122_unknown_None	1	MZ501113.1	QXV85959.1122	unknown	None
1393	MZ501113.1_prot_QXV85978.1_141_unknown_KH_domain-containing_protein	MZ501113.1_prot_QXV85978.1_141_unknown_KH_domain-containing_protein	1	MZ501113.1	QXV85978.1141	unknown	KH_domain-containing_protein
1396	MZ501113.1_prot_QXV86045.1_208_unknown_Aminomethyltransferase_folate-binding_domain-containing_protein	MZ501113.1_prot_QXV86045.1_208_unknown_Aminomethyltransferase_folate-binding_domain-containing_protein	1	MZ501113.1	QXV86045.1208	unknown	Aminomethyltransferase_folate-binding_domain-containing_protein
1397	MZ501113.1_prot_QXV86047.1_210_unknown_AP_complex_mu-sigma_subunit_domain-containing_protein	MZ501113.1_prot_QXV86047.1_210_unknown_AP_complex_mu-sigma_subunit_domain-containing_protein	1	MZ501113.1	QXV86047.1210	unknown	AP_complex_mu-sigma_subunit_domain-containing_protein
1404	MZ501113.1_prot_QXV86086.1_249_unknown_Actin_filament-associated_protein_1	MZ501113.1_prot_QXV86086.1_249_unknown_Actin_filament-associated_protein_1	1	MZ501113.1	QXV86086.1249	unknown	Actin_filament-associated_protein_1
1408	NC_000866.4_prot_NP_049622.1_7_unknown_Nuclear_receptor_binding_protein	NC_000866.4_prot_NP_049622.1_7_unknown_Nuclear_receptor_binding_protein	1	NC000866.4	NP049622.1_7	unknown	Nuclear_receptor_binding_protein
1433	NC_000866.4_prot_NP_049762.1_149_unknown_Uncharacterized_mitochondrial_protein_RF1	NC_000866.4_prot_NP_049762.1_149_unknown_Uncharacterized_mitochondrial_protein_RF1	1	NC000866.4	NP049762.1_149	unknown	Uncharacterized_mitochondrial_protein_RF1
1435	NC_000866.4_prot_NP_049810.1_199_unknown_Uncharacterized_protein	NC_000866.4_prot_NP_049810.1_199_unknown_Uncharacterized_protein	1	NC000866.4	NP049810.1_199	unknown	Uncharacterized_protein
1436	NC_000866.4_prot_NP_049817.1_206_unknown_Replication_factor_C_small_subunit	NC_000866.4_prot_NP_049817.1_206_unknown_Replication_factor_C_small_subunit	1	NC000866.4	NP049817.1_206	unknown	Replication_factor_C_small_subunit
1442	NC_000866.4_prot_NP_049869.1_258_unknown_Uncharacterized_protein	NC_000866.4_prot_NP_049869.1_258_unknown_Uncharacterized_protein	1	NC000866.4	NP049869.1_258	unknown	Uncharacterized_protein
1446	NC_000866.4_prot_NP_813808.1_58_unknown_Os02g0204200_protein	NC_000866.4_prot_NP_813808.1_58_unknown_Os02g0204200_protein	1	NC000866.4	NP813808.1_58	unknown	Os02g0204200_protein
1494	MZ501096.1_prot_QXV83205.1_174_unknown_Tudor_domain-containing_protein	MZ501096.1_prot_QXV83205.1_174_unknown_Tudor_domain-containing_protein	1	MZ501096.1	QXV83205.1174	unknown	Tudor_domain-containing_protein
1495	MZ501096.1_prot_QXV83250.1_219_unknown_TIR-NBS-LRR_type_disease_resistance_protein	MZ501096.1_prot_QXV83250.1_219_unknown_TIR-NBS-LRR_type_disease_resistance_protein	1	MZ501096.1	QXV83250.1219	unknown	TIR-NBS-LRR_type_disease_resistance_protein
1497	MZ501097.1_prot_QXV83334.1_31_unknown_Putative_tat_pathway_signal_sequence_protein	MZ501097.1_prot_QXV83334.1_31_unknown_Putative_tat_pathway_signal_sequence_protein	1	MZ501097.1	QXV83334.131	unknown	Putative_tat_pathway_signal_sequence_protein
1499	MZ501097.1_prot_QXV83350.1_47_unknown_Putative_F-box_protein_At5g60060	MZ501097.1_prot_QXV83350.1_47_unknown_Putative_F-box_protein_At5g60060	1	MZ501097.1	QXV83350.147	unknown	Putative_F-box_protein_At5g60060
1500	MZ501097.1_prot_QXV83361.1_58_unknown_Zinc_finger_protein_236	MZ501097.1_prot_QXV83361.1_58_unknown_Zinc_finger_protein_236	1	MZ501097.1	QXV83361.158	unknown	Zinc_finger_protein_236
1502	MZ501097.1_prot_QXV83366.1_63_unknown_Antitoxin	MZ501097.1_prot_QXV83366.1_63_unknown_Antitoxin	1	MZ501097.1	QXV83366.163	unknown	Antitoxin
1503	MZ501098.1_prot_QXV83418.1_51_unknown_Guanylate_cyclase_soluble_subunit_alpha-1	MZ501098.1_prot_QXV83418.1_51_unknown_Guanylate_cyclase_soluble_subunit_alpha-1	1	MZ501098.1	QXV83418.151	unknown	Guanylate_cyclase_soluble_subunit_alpha-1
1506	MZ501098.1_prot_QXV83591.1_224_unknown_Competence_protein	MZ501098.1_prot_QXV83591.1_224_unknown_Competence_protein	1	MZ501098.1	QXV83591.1224	unknown	Competence_protein
1509	MZ501098.1_prot_QXV83606.1_239_unknown_CBS_domain-containing_protein	MZ501098.1_prot_QXV83606.1_239_unknown_CBS_domain-containing_protein	1	MZ501098.1	QXV83606.1239	unknown	CBS_domain-containing_protein
1512	MZ501098.1_prot_QXV83621.1_254_unknown_Protein_kinase_domain-containing_protein	MZ501098.1_prot_QXV83621.1_254_unknown_Protein_kinase_domain-containing_protein	1	MZ501098.1	QXV83621.1254	unknown	Protein_kinase_domain-containing_protein
1513	MZ501099.1_prot_QXV83674.1_29_unknown_Large_ribosomal_subunit_protein_uL29	MZ501099.1_prot_QXV83674.1_29_unknown_Large_ribosomal_subunit_protein_uL29	1	MZ501099.1	QXV83674.129	unknown	Large_ribosomal_subunit_protein_uL29
1515	MZ501099.1_prot_QXV83701.1_56_unknown_Uncharacterized_protein	MZ501099.1_prot_QXV83701.1_56_unknown_Uncharacterized_protein	1	MZ501099.1	QXV83701.156	unknown	Uncharacterized_protein
1516	MZ501099.1_prot_QXV83703.1_58_unknown_Importin_subunit_beta-2	MZ501099.1_prot_QXV83703.1_58_unknown_Importin_subunit_beta-2	1	MZ501099.1	QXV83703.158	unknown	Importin_subunit_beta-2
1525	MZ501099.1_prot_QXV83716.1_71_unknown_Periplasmic_fusion_protein_CmeA_(Multidrug_efflux_system_CmeABC)	MZ501099.1_prot_QXV83716.1_71_unknown_Periplasmic_fusion_protein_CmeA_(Multidrug_efflux_system_CmeABC)	1	MZ501099.1	QXV83716.171	unknown	Periplasmic_fusion_protein_CmeA_(Multidrug_efflux_system_CmeABC)
1548	MZ501100.1_prot_QXV83792.1_57_unknown_VWFA_domain-containing_protein	MZ501100.1_prot_QXV83792.1_57_unknown_VWFA_domain-containing_protein	1	MZ501100.1	QXV83792.157	unknown	VWFA_domain-containing_protein
1549	MZ501100.1_prot_QXV83797.1_62_unknown_RHOMBOID-like_protein	MZ501100.1_prot_QXV83797.1_62_unknown_RHOMBOID-like_protein	1	MZ501100.1	QXV83797.162	unknown	RHOMBOID-like_protein
1550	MZ501100.1_prot_QXV83805.1_70_unknown_AT19489p	MZ501100.1_prot_QXV83805.1_70_unknown_AT19489p	1	MZ501100.1	QXV83805.170	unknown	AT19489p
1551	MZ501100.1_prot_QXV83816.1_81_unknown_Phosphoribosyl-ATP_pyrophosphatase	MZ501100.1_prot_QXV83816.1_81_unknown_Phosphoribosyl-ATP_pyrophosphatase	1	MZ501100.1	QXV83816.181	unknown	Phosphoribosyl-ATP_pyrophosphatase
1552	MZ501100.1_prot_QXV83826.1_91_unknown_Palmitoyltransferase_SWF1	MZ501100.1_prot_QXV83826.1_91_unknown_Palmitoyltransferase_SWF1	1	MZ501100.1	QXV83826.191	unknown	Palmitoyltransferase_SWF1
1553	MZ501100.1_prot_QXV83827.1_92_unknown_TLC_domain-containing_protein	MZ501100.1_prot_QXV83827.1_92_unknown_TLC_domain-containing_protein	1	MZ501100.1	QXV83827.192	unknown	TLC_domain-containing_protein
1554	MZ501100.1_prot_QXV83835.1_100_unknown_F5-8_type_C_domain-containing_protein	MZ501100.1_prot_QXV83835.1_100_unknown_F5-8_type_C_domain-containing_protein	1	MZ501100.1	QXV83835.1100	unknown	F5-8_type_C_domain-containing_protein
1555	MZ501100.1_prot_QXV83836.1_101_unknown_PTS_ascorbate_transporter_subunit_IIC	MZ501100.1_prot_QXV83836.1_101_unknown_PTS_ascorbate_transporter_subunit_IIC	1	MZ501100.1	QXV83836.1101	unknown	PTS_ascorbate_transporter_subunit_IIC
1556	MZ501100.1_prot_QXV83850.1_115_unknown_ER_membrane_protein_complex_subunit_8-9_homolog	MZ501100.1_prot_QXV83850.1_115_unknown_ER_membrane_protein_complex_subunit_8-9_homolog	1	MZ501100.1	QXV83850.1115	unknown	ER_membrane_protein_complex_subunit_8-9_homolog
1557	MZ501100.1_prot_QXV83851.1_116_unknown_Vps54_N_domain-containing_protein	MZ501100.1_prot_QXV83851.1_116_unknown_Vps54_N_domain-containing_protein	1	MZ501100.1	QXV83851.1116	unknown	Vps54_N_domain-containing_protein
1558	MZ501100.1_prot_QXV83857.1_122_unknown_Uncharacterized_protein	MZ501100.1_prot_QXV83857.1_122_unknown_Uncharacterized_protein	1	MZ501100.1	QXV83857.1122	unknown	Uncharacterized_protein
1559	MZ501100.1_prot_QXV83863.1_128_unknown_Regulatory_protein	MZ501100.1_prot_QXV83863.1_128_unknown_Regulatory_protein	1	MZ501100.1	QXV83863.1128	unknown	Regulatory_protein
1560	MZ501100.1_prot_QXV83870.1_135_unknown_Cytoplasmic_protein	MZ501100.1_prot_QXV83870.1_135_unknown_Cytoplasmic_protein	1	MZ501100.1	QXV83870.1135	unknown	Cytoplasmic_protein
1561	MZ501100.1_prot_QXV83886.1_151_unknown_RepA	MZ501100.1_prot_QXV83886.1_151_unknown_RepA	1	MZ501100.1	QXV83886.1151	unknown	RepA
1562	MZ501100.1_prot_QXV83895.1_160_unknown_Probable_type_II_secretion_system_protein	MZ501100.1_prot_QXV83895.1_160_unknown_Probable_type_II_secretion_system_protein	1	MZ501100.1	QXV83895.1160	unknown	Probable_type_II_secretion_system_protein
1563	MZ501100.1_prot_QXV83900.1_165_unknown_Uncharacterized_ATP-dependent_helicase_MJ1574	MZ501100.1_prot_QXV83900.1_165_unknown_Uncharacterized_ATP-dependent_helicase_MJ1574	1	MZ501100.1	QXV83900.1165	unknown	Uncharacterized_ATP-dependent_helicase_MJ1574
1564	MZ501100.1_prot_QXV83901.1_166_unknown_CBL-interacting_protein_kinase_22	MZ501100.1_prot_QXV83901.1_166_unknown_CBL-interacting_protein_kinase_22	1	MZ501100.1	QXV83901.1166	unknown	CBL-interacting_protein_kinase_22
1571	MZ501100.1_prot_QXV83931.1_196_unknown_Uncharacterized_protein_MJ0926	MZ501100.1_prot_QXV83931.1_196_unknown_Uncharacterized_protein_MJ0926	1	MZ501100.1	QXV83931.1196	unknown	Uncharacterized_protein_MJ0926
1574	MZ501100.1_prot_QXV83933.1_198_unknown_V-type_proton_ATPase_catalytic_subunit_A	MZ501100.1_prot_QXV83933.1_198_unknown_V-type_proton_ATPase_catalytic_subunit_A	1	MZ501100.1	QXV83933.1198	unknown	V-type_proton_ATPase_catalytic_subunit_A
1575	MZ501100.1_prot_QXV83946.1_211_unknown_dTDP-4-dehydrorhamnose_3,5-epimerase	MZ501100.1_prot_QXV83946.1_211_unknown_dTDP-4-dehydrorhamnose_3,5-epimerase	1	MZ501100.1	QXV83946.1211	unknown	dTDP-4-dehydrorhamnose_3,5-epimerase
1595	NC_001416.1_prot_NP_040643.1_65_unknown_MEG-13	NC_001416.1_prot_NP_040643.1_65_unknown_MEG-13	1	NC001416.1	NP040643.1_65	unknown	MEG-13
1600	NC_001416.1_prot_NP_597778.1_32_unknown_Probable_type_II_secretion_system_protein	NC_001416.1_prot_NP_597778.1_32_unknown_Probable_type_II_secretion_system_protein	1	NC001416.1	NP597778.1_32	unknown	Probable_type_II_secretion_system_protein
1604	NC_001416.1_prot_NP_597782.1_73_unknown_Uncharacterized_protein	NC_001416.1_prot_NP_597782.1_73_unknown_Uncharacterized_protein	1	NC001416.1	NP597782.1_73	unknown	Uncharacterized_protein
1607	NC_001604.1_prot_NP_041968.1_15_unknown_Extracellular_matrix_and_plasma_binding_protein	NC_001604.1_prot_NP_041968.1_15_unknown_Extracellular_matrix_and_plasma_binding_protein	1	NC001604.1	NP041968.1_15	unknown	Extracellular_matrix_and_plasma_binding_protein
1610	NC_001604.1_prot_NP_041976.1_23_unknown_LIM_zinc-binding_domain-containing_protein	NC_001604.1_prot_NP_041976.1_23_unknown_LIM_zinc-binding_domain-containing_protein	1	NC001604.1	NP041976.1_23	unknown	LIM_zinc-binding_domain-containing_protein
1613	NC_001604.1_prot_NP_041978.1_25_unknown_Os01g0579000_protein	NC_001604.1_prot_NP_041978.1_25_unknown_Os01g0579000_protein	1	NC001604.1	NP041978.1_25	unknown	Os01g0579000_protein
